nom;latitude_mairie;longitude_mairie;beach_coordinates;latitude_plage;longitude_plage;station;latitude_gare;longitude_gare;latitude_port;longitude_port
Saint-Brieuc;48.5573590;-2.5329618;[];48.508238;-2.766074;[(Decimal('48.4658798'), Decimal('-2.5112218')), (Decimal('48.1803249'), Decimal('-2.7631652')), (Decimal('48.3767009'), Decimal('-2.3545934')), (Decimal('48.4256614'), Decimal('-2.4425462')), (Decimal('48.4702292'), Decimal('-2.6524691')), (Decimal('48.5073171'), Decimal('-2.7649010')), (Decimal('48.4996966'), Decimal('-2.8440974')), (Decimal('48.3871267'), Decimal('-2.3341488')), (Decimal('48.2047426'), Decimal('-2.5010928')), (Decimal('48.2008001'), Decimal('-2.5263026'))];48.509392;-2.763192;48.517037;-2.759472
Saint-Cast-le-Guildo;48.6275722;-2.2635819;[];48.623226;-2.243666;[(None, None)];48.638294;-2.258557;48.638583;-2.255116
Saint-Hélen;48.4714093;-1.9593185;[];;;[(None, None)];;;;
Saint-Jacut-de-la-Mer;;;[];48.599206;-2.191884;[(None, None)];48.585628;-2.193198;;
Saint-Lormel;48.5471924;-2.2310014;[];48.548138;-2.233004;[(None, None)];48.548138;-2.233004;48.548138;-2.233004
Saint-Quay-Portrieux;48.6519210;-2.8312803;[];48.6546;-2.835717;[(None, None)];48.656263;-2.839711;48.658832;-2.845294
Taden;48.468272;-2.048165;[];48.500117;-2.048782;[(None, None)];;;48.47121;-2.013353
Tréveneuc;48.6635390;-2.8717165;[];48.670826;-2.862477;[(None, None)];;;48.668968;-2.861846
Vicomté-sur-Rance;48.487136;-1.98276;[];48.48965;-1.984366;[(None, None)];48.48965;-1.984366;48.489371;-2.000361
Yffiniac;48.484554;-2.676957;[];48.472187;-2.650218;[(Decimal('48.4702292'), Decimal('-2.6524691'))];48.468844;-2.652323;48.484767;-2.670818
Saint-Gilles;43.8258684;4.2605811;[];;;[(Decimal('43.7324117'), Decimal('4.3434045')), (Decimal('43.7885662'), Decimal('4.3032442'))];;;;
Favières;48.4638889;5.9573207;[];;;[(Decimal('50.2171629'), Decimal('1.6592668'))];;;;
Poilley;48.6184543;-1.3101591;[];;;[(None, None)];;;;
Aregno;42.5810895;8.8947281;[];42.584858;8.882059;[(Decimal('42.6106534'), Decimal('8.8736794'))];42.585466;8.893324;42.585466;8.893324
Belgodère;42.5863875;9.0179163;[];42.584387;9.018189;[(Decimal('42.6106534'), Decimal('8.8736794')), (Decimal('42.6083787'), Decimal('8.8603704')), (Decimal('42.5999473'), Decimal('8.9661378')), (Decimal('42.5823935'), Decimal('9.0051035')), (Decimal('42.5934287'), Decimal('9.0484850')), (Decimal('42.5990549'), Decimal('9.0207376')), (Decimal('42.5807506'), Decimal('9.1105579'))];;;;
Calenzana;42.3652948;8.7950110;[];42.534559;8.817297;[(None, None)];42.489318;8.79663;42.507579;8.856114
Calvi;42.5863875;9.0179163;[(Decimal('42.7151385'), Decimal('9.3231851')), (Decimal('42.7051577'), Decimal('9.3226930'))];;;[(Decimal('42.6106534'), Decimal('8.8736794')), (Decimal('42.6083787'), Decimal('8.8603704')), (Decimal('42.6015543'), Decimal('8.8388322')), (Decimal('42.5979681'), Decimal('8.8260414')), (Decimal('42.5561914'), Decimal('8.7650356')), (Decimal('42.5646305'), Decimal('8.7559822')), (Decimal('42.6237919'), Decimal('8.8856153')), (Decimal('42.5900346'), Decimal('8.8135484')), (Decimal('42.5768570'), Decimal('8.8075718')), (Decimal('42.5999473'), Decimal('8.9661378')), (Decimal('42.5823935'), Decimal('9.0051035')), (Decimal('42.5934287'), Decimal('9.0484850')), (Decimal('42.5990549'), Decimal('9.0207376')), (Decimal('42.5807506'), Decimal('9.1105579')), (Decimal('42.6370782'), Decimal('8.9352622')), (Decimal('42.5594243'), Decimal('8.7981117')), (Decimal('42.5561016'), Decimal('8.7926998')), (Decimal('42.5599968'), Decimal('8.7578089')), (Decimal('42.5534385'), Decimal('8.7762295')), (Decimal('42.5553716'), Decimal('8.7718470')), (Decimal('42.6315967'), Decimal('8.9573650')), (Decimal('42.6276007'), Decimal('8.9131001')), (Decimal('42.5698552'), Decimal('8.8051385')), (Decimal('42.6791809'), Decimal('9.3004042'))];;;42.561657;8.753878
Galéria;42.430518;8.758756;[];;;[(None, None)];;;;
Lumio;42.5777587;8.8329421;[];;;[(Decimal('42.6015543'), Decimal('8.8388322')), (Decimal('42.5979681'), Decimal('8.8260414')), (Decimal('42.5900346'), Decimal('8.8135484')), (Decimal('42.5768570'), Decimal('8.8075718')), (Decimal('42.5698552'), Decimal('8.8051385'))];;;;
Banyuls-sur-Mer;42.472592;3.124387;[];42.468493;3.130786;[(Decimal('42.4830177'), Decimal('3.1248805'))];42.482851;3.126141;;
Cerbère;42.4419513;3.1654297;[];42.442724;3.167037;[(Decimal('42.4415596'), Decimal('3.1635147'))];;;42.442329;3.166331
Saint-Raphaël;46.7943212;-70.7557845;[(Decimal('43.4106566'), Decimal('6.7922617')), (Decimal('43.4795321'), Decimal('6.9311887'))];;;[(Decimal('43.4227841'), Decimal('6.7702261')), (Decimal('43.4313633'), Decimal('6.8565322')), (Decimal('43.4163393'), Decimal('6.8082767')), (Decimal('43.4746600'), Decimal('6.9243397')), (Decimal('43.4178109'), Decimal('6.8442115')), (Decimal('43.4350044'), Decimal('6.8921035')), (Decimal('43.4240090'), Decimal('6.7695665'))];;;;
Loupian;43.4492489;3.6143135;[];43.44961;3.610279;[(None, None)];43.447948;3.614948;43.440083;3.628065
Marseillan;43.4880953;0.3164775;[(Decimal('43.3206289'), Decimal('3.5598392'))];43.348312;3.52556;[(Decimal('43.3181806'), Decimal('3.5355290'))];43.317775;3.536291;43.318232;3.555658
Mèze;43.5120478;3.4074825;[];;;[(Decimal('43.5160182'), Decimal('3.6837988')), (Decimal('43.5167058'), Decimal('3.6111942')), (Decimal('43.5159965'), Decimal('3.6840082')), (Decimal('43.5114172'), Decimal('3.7050872')), (Decimal('43.5166733'), Decimal('3.6111774')), (Decimal('43.5167226'), Decimal('3.6111898')), (Decimal('43.5167771'), Decimal('3.6112057'))];;;43.424875;3.607749
Sète;43.3930017;3.6750528;[];43.413192;3.710404;[(Decimal('43.4002400'), Decimal('3.7029087')), (Decimal('43.4005997'), Decimal('3.7036156')), (Decimal('43.4128440'), Decimal('3.6965300'))];43.41151;3.696999;;
Argelès-sur-Mer;42.5490325;3.0211107;[(Decimal('42.5930429'), Decimal('3.0442965'))];42.554125;3.045734;[(Decimal('42.5437752'), Decimal('3.0221185'))];42.545123;3.021775;42.542202;3.047482
Bages;42.6058547;2.8920568;[];;;[(Decimal('41.5924361'), Decimal('1.8394195')), (Decimal('41.5929154'), Decimal('1.8384162')), (Decimal('41.7324011'), Decimal('1.6985293')), (Decimal('41.6103837'), Decimal('1.8490323')), (Decimal('41.7388594'), Decimal('1.6236549')), (Decimal('41.7246669'), Decimal('1.8340881')), (Decimal('41.5924381'), Decimal('1.8366671')), (Decimal('41.6154915'), Decimal('1.8433146')), (Decimal('41.7202649'), Decimal('1.8266326')), (Decimal('41.6679378'), Decimal('1.8595694')), (Decimal('41.6688601'), Decimal('1.8623229')), (Decimal('41.6288394'), Decimal('1.8689500')), (Decimal('41.6091192'), Decimal('1.8503095')), (Decimal('41.6405367'), Decimal('1.8547702')), (Decimal('41.7322156'), Decimal('1.8330170')), (Decimal('41.7314552'), Decimal('1.8277403'))];;;;
Collioure;42.5256784;3.0830838;[];42.532946;3.076473;[(Decimal('42.5268832'), Decimal('3.0781015'))];;;42.52371;3.085051
Elne;42.6058547;2.8920568;[];42.601349;2.969602;[(Decimal('42.5971213'), Decimal('2.9635084'))];;;42.600523;2.972853
Port-Vendres;42.511173;3.108537;[];42.511492;3.118801;[(Decimal('42.5135488'), Decimal('3.1025769'))];;;;
Ouessant;;;[];48.456567;-5.089224;[(None, None)];48.474671;-5.056814;;
Saint-Cyprien;44.9361590;1.0122517;[];;;[(Decimal('43.5979747'), Decimal('1.4316655')), (Decimal('44.9411916'), Decimal('1.0081942')), (Decimal('44.8632733'), Decimal('1.0434666')), (Decimal('43.5964448'), Decimal('1.4232466'))];;;;
Saint-Viaud;;;[];47.252088;-1.998141;[(Decimal('47.2616258'), Decimal('-2.0151117'))];47.255955;-2.022078;;
Bretignolles-sur-Mer;46.627303;-1.854234;[];46.627884;-1.861075;[(None, None)];46.648048;-1.861737;46.634246;-1.874935
Fenouiller;46.704926;-1.926599;[];46.716662;-1.899968;[(None, None)];;;46.733692;-1.888735
Coudekerque-Branche;51.0227159;2.4329996;[];51.02148;2.380865;[(Decimal('51.0175188'), Decimal('2.3751331')), (Decimal('50.9689717'), Decimal('2.4256447'))];51.017841;2.378931;51.020163;2.376727
Charron;46.060878;2.561791;[];;;[(None, None)];;;;
Villeneuve;46.0216405;4.8373827;[];;;[(Decimal('45.7065555'), Decimal('7.2134691')), (Decimal('48.0975501'), Decimal('-1.6754519'))];;;;
Mireval;43.50807;3.803601;[];43.50827;3.801645;[(None, None)];43.511699;3.805193;43.506688;3.804239
Asques;43.9885427;0.9488174;[];;;[(None, None)];;;;
Balaruc-les-Bains;43.446667;3.6823;[];43.44001;3.680966;[(None, None)];43.445769;3.688597;43.441108;3.681009
Balaruc-le-Vieux;43.4597571;3.6850931;[];43.460801;3.685246;[(Decimal('43.4639849'), Decimal('3.6893430'))];43.460891;3.685675;43.471253;3.700629
Bouzigues;;;[];43.45196;3.653323;[(None, None)];43.45196;3.653323;43.446904;3.659453
Frontignan;43.4597571;3.6850931;[(Decimal('43.4713330'), Decimal('3.8306140')), (Decimal('43.4631888'), Decimal('3.8222663')), (Decimal('43.4265958'), Decimal('3.7556394')), (Decimal('43.4302657'), Decimal('3.7701984')), (Decimal('43.4337795'), Decimal('3.7807019')), (Decimal('43.4438601'), Decimal('3.8007971')), (Decimal('43.4622176'), Decimal('3.8214715'))];43.427444;3.753665;[(Decimal('43.4448978'), Decimal('3.7589574')), (Decimal('43.5437372'), Decimal('3.8498862')), (Decimal('43.5007099'), Decimal('3.7993824')), (Decimal('43.4639849'), Decimal('3.6893430'))];43.445364;3.75796;43.44559;3.757876
Poussan;43.486908;3.667145;[];43.478944;3.69342;[(None, None)];43.49014;3.679626;;
Vic-la-Gardiole;43.490588;3.797836;[];43.491414;3.797597;[(Decimal('43.5007099'), Decimal('3.7993824'))];;;;
Sainte-Marie-du-Mont;49.3790225;-1.2261154;[];;;[(None, None)];;;;
Bray-Dunes;51.07742;2.520264;[];51.077723;2.517022;[(None, None)];;;51.077704;2.513997
Cappelle-la-Grande;50.998669;2.365446;[];;;[(None, None)];50.997749;2.365443;51.00141;2.37919
Leffrinckoucke;51.0504697;2.4380349;[];51.058574;2.436777;[(None, None)];;;;
Montagne;44.9302697;-0.1291616;[];;;[(Decimal('45.4953736'), Decimal('-73.5798383')), (Decimal('45.4897865'), Decimal('-73.5863426'))];;;;
Garde;;;[];;;[(None, None)];;;;
Villeneuve;46.0216405;4.8373827;[];;;[(Decimal('45.7065555'), Decimal('7.2134691')), (Decimal('48.0975501'), Decimal('-1.6754519'))];;;;
Gua;45.021359;5.645204;[];;;[(None, None)];;;;
Rivière;;;[];;;[(None, None)];;;;
Saint-Gervais;46.7150305;-70.8861999;[];;;[(None, None)];;;;
Saint-Gilles;43.8258684;4.2605811;[];;;[(Decimal('43.7324117'), Decimal('4.3434045')), (Decimal('43.7885662'), Decimal('4.3032442'))];;;;
Bastelicaccia;41.941817;8.843299;[];41.930475;8.831363;[(None, None)];41.931375;8.842928;41.920638;8.844144
Calcatoggio;42.0283960;8.7665936;[];42.035894;8.726821;[(None, None)];42.035894;8.726821;42.035894;8.726821
Cargèse;42.1346832;8.5954258;[];42.145976;8.648495;[(None, None)];42.133436;8.594918;42.132537;8.592157
Casaglione;42.0650572;8.7399137;[];42.066948;8.74509;[(None, None)];42.066948;8.74509;42.066948;8.74509
Coggia;42.0941245;8.7109646;[];42.109647;8.726925;[(None, None)];;;;
Osani;42.3241567;8.6324429;[];42.322898;8.631187;[(None, None)];;;42.319904;8.667258
Ota;42.2578887;8.7459738;[];;;[(None, None)];;;;
Partinello;42.306077;8.67833;[];42.306077;8.67833;[(None, None)];42.306077;8.67833;42.306077;8.67833
Piana;42.2377004;8.6377886;[];;;[(None, None)];;;;
Serriera;42.3015733;8.7087840;[];42.301653;8.710229;[(None, None)];;;42.300278;8.708423
Sant'Andréa-d'Orcino;42.057208;8.752343;[];42.057208;8.752343;[(None, None)];42.057208;8.752343;42.057208;8.752343
Vico;42.1145540;8.6965251;[];42.114614;8.696486;[(None, None)];;;;
Sables-d'Olonne;46.496472;-1.786424;[];46.493933;-1.778;[(None, None)];46.491847;-1.772319;;
Heurteauville;49.4423868;0.8111040;[];49.441184;0.808229;[(Decimal('49.4565445'), Decimal('0.8155870')), (Decimal('49.4291178'), Decimal('0.8010035')), (Decimal('49.4287365'), Decimal('0.8010442'))];;;49.433862;0.799485
Lillebonne;49.5325808;0.5995852;[];49.519589;0.534929;[(None, None)];;;;
Arelaune-en-Seine;49.5081250;0.7282628;[];49.508856;0.732069;[(None, None)];49.509102;0.731299;49.481564;0.757752
Norville;49.4758549;0.6354807;[];;;[(None, None)];;;;
Notre-Dame-de-Bliquetuit;49.4930487;0.7638673;[];49.492478;0.749019;[(Decimal('49.4853103'), Decimal('0.7731719'))];49.492478;0.749019;;
Port-Jérôme-sur-Seine;49.5325808;0.5995852;[];49.48816;0.590766;[(None, None)];49.522818;0.613771;49.494167;0.568377
Petiville;49.2423824;-0.1752368;[];49.458893;0.593986;[(None, None)];;;49.445598;0.590343
Saint-Maurice-d'Ételan;49.475085;0.606266;[];49.459365;0.611784;[(None, None)];49.475085;0.606266;49.475085;0.606266
Sotteville-sur-Mer;49.8827904;0.8299868;[];49.880099;0.830158;[(None, None)];;;;
Tancarville;49.4876112;0.4514710;[];49.486594;0.454368;[(None, None)];;;;
Vatteville-la-Rue;49.4901812;0.6845836;[];49.485843;0.679247;[(None, None)];;;49.506488;0.709619
Heuqueville;49.6161998;0.1461671;[];49.286477;1.338864;[(None, None)];49.285489;1.307872;;
Rives-en-Seine;49.5138852;0.6738965;[];49.50141;0.787639;[(Decimal('49.4885333'), Decimal('0.7756653'))];49.499555;0.789761;;
Criquebeuf-en-Caux;49.7390367;0.3307035;[];49.739383;0.335424;[(None, None)];49.739383;0.335424;49.738039;0.333156
Életot;49.7878116;0.4518718;[];49.789547;0.456367;[(None, None)];;;;
Fécamp;49.7391465;0.4244024;[(Decimal('49.7380413'), Decimal('0.2908842'))];49.760067;0.363433;[(Decimal('49.7594432'), Decimal('0.3752130'))];49.763225;0.376452;49.757586;0.362372
Ingouville;49.8448209;0.6840371;[];49.842581;0.683213;[(None, None)];;;;
Loges;49.698899;0.280701;[];;;[(None, None)];;;;
Manneville-ès-Plains;49.854064;0.755183;[];49.855921;0.753478;[(None, None)];49.854064;0.755183;49.854064;0.755183
Paluel;49.8322408;0.6292425;[];49.843402;0.626675;[(None, None)];;;;
Saint-Aubin-sur-Mer;49.887948;0.878164;[];;;[(None, None)];;;;
Saint-Jean-de-Folleville;49.5231191;0.5053470;[];49.508271;0.497;[(None, None)];;;49.508271;0.497
Saint-Léonard;49.7391988;0.3580122;[];;;[(Decimal('46.2515098'), Decimal('7.4195382')), (Decimal('45.5997788'), Decimal('-73.6162114'))];;;;
Saint-Martin-aux-Buneaux;49.8238608;0.5518312;[];49.823094;0.547097;[(None, None)];49.823094;0.547097;49.81542;0.531082
Saint-Pierre-en-Port;49.805605;0.495894;[];49.806653;0.494213;[(None, None)];;;49.81084;0.499808
Saint-Sylvain;49.8453744;0.6724089;[];;;[(None, None)];;;;
Saint-Valery-en-Caux;49.8651235;0.8880671;[];49.869854;0.714438;[(Decimal('49.6083271'), Decimal('0.5971375'))];;;49.868883;0.7146
Sassetot-le-Mauconduit;49.8025963;0.5299291;[];49.790953;0.521465;[(None, None)];49.790953;0.521465;49.80383;0.528413
Senneville-sur-Fécamp;49.7731722;0.4149046;[];49.773379;0.415371;[(None, None)];;;49.773379;0.415371
Vattetot-sur-Mer;49.7275055;0.2794345;[(Decimal('49.7380413'), Decimal('0.2908842'))];49.734908;0.290745;[(None, None)];49.727311;0.284892;49.729859;0.286185
Veules-les-Roses;49.874991;0.799371;[];49.871475;0.801573;[(None, None)];;;;
Veulettes-sur-Mer;49.848146;0.586952;[];49.848146;0.586952;[(None, None)];49.847214;0.594933;49.848146;0.586952
Yport;49.739116;0.310519;[];49.736246;0.314351;[(None, None)];;;49.733377;0.318713
Breuillet;48.5666723;2.1731003;[];48.571299;2.166096;[(Decimal('48.5774260'), Decimal('2.1918832')), (Decimal('48.5645094'), Decimal('2.1707596'))];48.577216;2.191729;48.572917;2.189796
Norville;49.4758549;0.6354807;[];48.585432;2.256509;[(None, None)];48.592435;2.265851;;
Escalles;50.917201;1.71347;[];;;[(None, None)];;;;
Corsept;47.278738;-2.057753;[];47.247753;-2.084409;[(None, None)];;;;
Frossay;47.2448317;-1.9333305;[];47.236324;-1.9209;[(None, None)];47.255552;-1.916875;47.209491;-1.881377
Paimbœuf;;;[];47.285666;-2.02862;[(None, None)];;;;
Saint-Brevin-les-Pins;47.2019039;-1.7544191;[];47.228371;-2.172695;[(Decimal('47.2031259'), Decimal('-1.7550298')), (Decimal('47.2057549'), Decimal('-1.7519331')), (Decimal('47.2616258'), Decimal('-2.0151117'))];;;47.266493;-2.165623
Saint-Gilles-Croix-de-Vie;46.7203193;-1.9459198;[];46.691063;-1.937014;[(Decimal('46.7166470'), Decimal('-1.9495624')), (Decimal('46.6972692'), Decimal('-1.9474304')), (Decimal('46.6965989'), Decimal('-1.9419542'))];46.696353;-1.941218;46.694738;-1.930157
Saint-Hilaire-de-Riez;46.7203193;-1.9459198;[];46.722042;-1.980331;[(Decimal('46.7166470'), Decimal('-1.9495624')), (Decimal('46.6972692'), Decimal('-1.9474304')), (Decimal('46.6965989'), Decimal('-1.9419542'))];46.716578;-1.949235;46.702245;-1.97012
Haye;;;[];;;[(None, None)];;;;
Leucate;42.858712;3.041581;[(Decimal('42.9520840'), Decimal('3.0394170')), (Decimal('42.8583418'), Decimal('3.0460438'))];42.90316;3.052472;[(Decimal('42.9327732'), Decimal('3.0128704'))];42.910548;3.055779;42.855775;3.03702
Rochelle;;;[];;;[(None, None)];;;;
Île-de-Bréhat;;;[];48.83714;-3.002132;[(None, None)];;;48.841224;-3.004113
Bangor;54.6563995;-5.6693978;[(Decimal('47.2994049'), Decimal('-3.1822098'))];47.318031;-3.237124;[(Decimal('44.8161790'), Decimal('-68.8093879')), (Decimal('54.6586507'), Decimal('-5.6718411')), (Decimal('54.6660686'), Decimal('-5.7056262')), (Decimal('54.6661883'), Decimal('-5.7403130')), (Decimal('54.6593720'), Decimal('-5.6927850')), (Decimal('53.2226448'), Decimal('-4.1355180')), (Decimal('42.3147760'), Decimal('-86.1114541')), (Decimal('53.2231263'), Decimal('-4.1357426')), (Decimal('53.2274896'), Decimal('-4.1259877'))];47.310866;-3.227413;47.304274;-3.228029
Locmaria;47.2940467;-3.0837876;[];;;[(None, None)];;;;
Palais;47.347143;-3.156599;[];;;[(Decimal('50.4148326'), Decimal('4.4429532'))];;;47.330939;-3.150131
Sauzon;;;[];47.378625;-3.236142;[(None, None)];;;47.377196;-3.226782
Bandol;43.1360341;5.7545572;[];43.133742;5.750873;[(Decimal('43.1403720'), Decimal('5.7501474')), (Decimal('43.1350501'), Decimal('5.7541457'))];;;43.135531;5.757808
Carqueiranne;43.0947935;6.0744842;[];43.096346;6.071765;[(None, None)];;;43.087405;6.084436
Garde;43.111851;5.989579;[];;;[(None, None)];;;;
Hyères;43.0004460;6.2025325;[(Decimal('43.1151010'), Decimal('6.2207260')), (Decimal('43.0019142'), Decimal('6.3730119')), (Decimal('42.9923375'), Decimal('6.2194056'))];43.086073;6.157346;[(Decimal('43.0032981'), Decimal('6.1996410')), (Decimal('43.0097900'), Decimal('6.3815533')), (Decimal('43.1087620'), Decimal('6.1241092'))];;;43.031618;6.146721
Ollioules;43.1179464;5.8018969;[(Decimal('43.1326192'), Decimal('5.7802263'))];43.123578;5.834834;[(Decimal('43.1403720'), Decimal('5.7501474')), (Decimal('43.1350501'), Decimal('5.7541457')), (Decimal('43.1175584'), Decimal('5.8019400')), (Decimal('43.1224693'), Decimal('5.8249942'))];43.123686;5.830912;43.138875;5.878364
Pradet;;;[];;;[(None, None)];;;43.084503;6.022255
Saint-Cyr-sur-Mer;43.1765260;5.7730688;[];43.17418;5.694398;[(Decimal('43.1853928'), Decimal('5.7037699'))];43.192364;5.709732;43.180378;5.683948
Sanary-sur-Mer;43.1179464;5.8018969;[(Decimal('43.1326192'), Decimal('5.7802263'))];43.128859;5.780931;[(Decimal('43.1175584'), Decimal('5.8019400'))];43.12079;5.816617;43.132388;5.794786
Seyne-sur-Mer;;;[];;;[(None, None)];;;43.087095;5.87743
Six-Fours-les-Plages;43.0746349;5.8030547;[(Decimal('43.0675548'), Decimal('5.8068092'))];43.096903;5.833996;[(Decimal('43.0788929'), Decimal('5.7846120')), (Decimal('43.0790405'), Decimal('5.7853210'))];43.110079;5.831324;43.096903;5.833996
Toulon;43.1021406;5.8810600;[(Decimal('43.0741109'), Decimal('5.8838953')), (Decimal('43.0675548'), Decimal('5.8068092')), (Decimal('43.0581400'), Decimal('5.8631290')), (Decimal('43.0610204'), Decimal('5.8661124')), (Decimal('43.1151010'), Decimal('6.2207260')), (Decimal('43.1326192'), Decimal('5.7802263')), (Decimal('43.0019142'), Decimal('6.3730119')), (Decimal('42.9923375'), Decimal('6.2194056'))];43.137492;5.913651;[(Decimal('43.0032981'), Decimal('6.1996410')), (Decimal('43.1373005'), Decimal('5.9345286')), (Decimal('43.1492254'), Decimal('5.9301869')), (Decimal('43.0097900'), Decimal('6.3815533')), (Decimal('43.1403720'), Decimal('5.7501474')), (Decimal('43.1350501'), Decimal('5.7541457')), (Decimal('43.1169934'), Decimal('5.8767567')), (Decimal('43.0788929'), Decimal('5.7846120')), (Decimal('43.1175584'), Decimal('5.8019400')), (Decimal('43.1172156'), Decimal('5.9293695')), (Decimal('43.1171658'), Decimal('5.9334852')), (Decimal('43.1164478'), Decimal('5.9307604')), (Decimal('43.1286420'), Decimal('5.9295212')), (Decimal('43.0790405'), Decimal('5.7853210')), (Decimal('43.1367644'), Decimal('6.3710321')), (Decimal('43.1159412'), Decimal('5.9299693')), (Decimal('43.1206705'), Decimal('6.3633561')), (Decimal('43.1363226'), Decimal('6.0349896')), (Decimal('43.1186996'), Decimal('6.0100814')), (Decimal('43.2364251'), Decimal('6.0857023')), (Decimal('43.1908050'), Decimal('6.0464257')), (Decimal('43.1224693'), Decimal('5.8249942')), (Decimal('43.1165878'), Decimal('6.2486790')), (Decimal('43.1250283'), Decimal('5.9718868')), (Decimal('43.1087620'), Decimal('6.1241092')), (Decimal('43.1853928'), Decimal('5.7037699')), (Decimal('43.1449984'), Decimal('6.0686284'))];;;;
Saint-Mandrier-sur-Mer;43.0768295;5.9287044;[];43.075613;5.921411;[(None, None)];;;43.076447;5.933234
Île-de-Sein;48.0356851;-4.8507519;[];;;[(Decimal('48.0354193'), Decimal('-4.8488392'))];;;;
Épine;;;[];;;[(None, None)];;;;
Lancieux;48.602375;-2.150564;[];48.607765;-2.152543;[(None, None)];48.614332;-2.151719;48.616604;-2.150543
Beaussais-sur-Mer;48.573983;-2.141375;[];48.563453;-2.146454;[(None, None)];48.5806;-2.144844;48.563453;-2.146454
